1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,15 years old and over,Rural,-,1.4710008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,15 years old and over,All areas,-,1.0489992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,65 years old and over,Urban,-,1.4539992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,65 years old and over,Rural,-,1.8859992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,65 years old and over,All areas,-,1.6009992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,15 to 24 years old,Urban,-,0.5260008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,15 to 24 years old,Rural,-,1.5430008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,45 to 54 years old,Urban,-,0.6610008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,45 to 54 years old,Rural,-,1.5580008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,45 to 54 years old,All areas,-,1.0069992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,55 to 64 years old,Urban,-,0.6169992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,55 to 64 years old,Rural,-,1.1629992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,55 to 64 years old,All areas,-,0.7750008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,25 to 44 years old,Urban,-,0.8629992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,25 to 44 years old,Rural,-,1.1959992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,25 to 44 years old,All areas,-,0.9619992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2004,Female,15 years old and over,All areas,-,5.7667008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2004,Male,15 years old and over,All areas,-,1.0999992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2003,Female,20 to 74 years old,All areas,-,6.8332992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2003,Male,20 to 74 years old,All areas,-,4.1667,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2000,Female,20 to 74 years old,All areas,-,6.6499992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2000,Male,20 to 74 years old,All areas,-,3.3166992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2006,Female,20 to 74 years old,All areas,-,6.2667,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2006,Male,20 to 74 years old,All areas,-,3.6166992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2012,Female,10 years old and over,All areas,-,4.0999992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic and care work is not included. Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2012,Male,10 years old and over,All areas,-,1.8499992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic and care work is not included. Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2018,Female,15 years old and over,Urban,-,4.3999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2018,Female,15 years old and over,Rural,-,4.7833008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,398,Kazakhstan,2018,Female,15 years old and over,All areas,-,4.5499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
