13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Technicians and associate professionals (isco-08),12.1,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Clerical support workers (isco-08),6.8,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Service and sales workers (isco-08),3.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Skilled agricultural  forestry and fishery workers (isco-08),3.1,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Craft and related trades workers (isco-08),3.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Plant and machine operators  and assemblers (isco-08),1.8,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Elementary occupations (isco-08),2.2,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,All occupations (isco-08),9.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Managers (isco-08),31,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Professionals (isco-08),21.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Technicians and associate professionals (isco-08),11.1,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Clerical support workers (isco-08),7,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Service and sales workers (isco-08),5.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Skilled agricultural  forestry and fishery workers (isco-08),3.8,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Craft and related trades workers (isco-08),4.1,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Plant and machine operators  and assemblers (isco-08),4.3,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Male,-,-,Elementary occupations (isco-08),3.4,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,All occupations (isco-08),9.8,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Managers (isco-08),27.2,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Professionals (isco-08),20.6,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Technicians and associate professionals (isco-08),11.5,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Clerical support workers (isco-08),6.9,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Service and sales workers (isco-08),5.2,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Skilled agricultural  forestry and fishery workers (isco-08),3.7,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Both sexes,-,-,Craft and related trades workers (isco-08),4.1,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
