5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2002,Male,6.27,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2002,Both sexes,8.41,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2012,Female,8.87,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2012,Male,4.43,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2012,Both sexes,6.12,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2013,Female,8.16,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2013,Male,4.26,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2013,Both sexes,5.75,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2014,Female,8.03,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2014,Male,4.02,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2014,Both sexes,5.54,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2015,Female,7.68,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2015,Male,3.86,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2015,Both sexes,5.31,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2016,Female,7.22,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2016,Male,3.46,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2016,Both sexes,4.89,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2017,Female,6.95,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2017,Male,3.32,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2017,Both sexes,4.7,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2000,Female,0.44,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2000,Male,0.21,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2000,Both sexes,0.32,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2007,Female,0.41,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2007,Male,0.1,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2007,Both sexes,0.24,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2010,Female,0.22,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2010,Male,0.11,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,2010,Both sexes,0.17,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,533,Aruba,1997,Both sexes,0.53,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1999,Female,4.9,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1999,Male,3.09,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1999,Both sexes,3.9,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2003,Female,11.98,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2003,Male,14.81,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2003,Both sexes,13.72,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2000,Female,10.98,-,-,Country data,National,0,0,0,0,0,-,Data reference period: November
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2000,Male,13.12,-,-,Country data,National,0,0,0,0,0,-,Data reference period: November
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2000,Both sexes,12.33,-,-,Country data,National,0,0,0,0,0,-,Data reference period: November
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2005,Female,11.66,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2005,Male,14.53,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2005,Both sexes,13.45,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2009,Both sexes,9.69,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,2010,Both sexes,9.69,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1996,Female,3.76,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1996,Male,3.26,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1996,Both sexes,3.49,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,558,Nicaragua,1998,Female,5.55,-,-,Country data,National,0,0,0,0,0,-,Data reference period: October | Geographical coverage: Main cities or metropolitan areas
